"STATION","NAME","DATE","TAVG","TMAX","TMIN","TOBS"
"USC00484065","GREEN RIVER, WY US","1924-01-01",,"9.4","-28.3",
"USC00484065","GREEN RIVER, WY US","1924-01-02",,"-18.9","-28.9",
"USC00484065","GREEN RIVER, WY US","1924-01-03",,"-6.7","-23.9",
"USC00484065","GREEN RIVER, WY US","1924-01-04",,"-1.7","-18.3",
"USC00484065","GREEN RIVER, WY US","1924-01-05",,"-2.2","-21.1",
"USC00484065","GREEN RIVER, WY US","1924-01-06",,"1.7","-21.1",
"USC00484065","GREEN RIVER, WY US","1924-01-07",,"-1.1","-21.7",
"USC00484065","GREEN RIVER, WY US","1924-01-08",,"-2.2","-21.7",
"USC00484065","GREEN RIVER, WY US","1924-01-09",,"-5.6","-16.7",
"USC00484065","GREEN RIVER, WY US","1924-01-10",,"-0.6","-16.1",
"USC00484065","GREEN RIVER, WY US","1924-01-11",,"-1.7","-6.1",
"USC00484065","GREEN RIVER, WY US","1924-01-12",,"-6.7","-21.1",
"USC00484065","GREEN RIVER, WY US","1924-01-13",,"-2.2","-20.0",
"USC00484065","GREEN RIVER, WY US","1924-01-14",,"-1.1","-15.6",
"USC00484065","GREEN RIVER, WY US","1924-01-15",,"-5.0","-13.3",
"USC00484065","GREEN RIVER, WY US","1924-01-16",,"-1.7","-12.8",
"USC00484065","GREEN RIVER, WY US","1924-01-17",,"-3.3","-17.8",
"USC00484065","GREEN RIVER, WY US","1924-01-18",,"-3.3","-14.4",
"USC00484065","GREEN RIVER, WY US","1924-01-19",,"-0.6","-16.7",
"USC00484065","GREEN RIVER, WY US","1924-01-20",,"-6.1","-22.8",
"USC00484065","GREEN RIVER, WY US","1924-01-21",,"-2.2","-22.8",
"USC00484065","GREEN RIVER, WY US","1924-01-22",,"2.8","-17.8",
"USC00484065","GREEN RIVER, WY US","1924-01-23",,"5.0","-18.3",
"USC00484065","GREEN RIVER, WY US","1924-01-24",,"2.8","-14.4",
"USC00484065","GREEN RIVER, WY US","1924-01-25",,"1.1","-15.0",
"USC00484065","GREEN RIVER, WY US","1924-01-26",,"4.4","-16.7",
"USC00484065","GREEN RIVER, WY US","1924-01-27",,"1.7","-17.8",
"USC00484065","GREEN RIVER, WY US","1924-01-28",,"3.3","-15.6",
"USC00484065","GREEN RIVER, WY US","1924-01-29",,"2.8","-15.0",
"USC00484065","GREEN RIVER, WY US","1924-01-30",,"4.4","-12.2",
"USC00484065","GREEN RIVER, WY US","1924-01-31",,"8.3","-5.0",
"USC00484065","GREEN RIVER, WY US","1924-02-01",,"7.2","-5.0",
"USC00484065","GREEN RIVER, WY US","1924-02-02",,"12.2","-5.0",
"USC00484065","GREEN RIVER, WY US","1924-02-03",,"1.1","-8.9",
"USC00484065","GREEN RIVER, WY US","1924-02-04",,"1.7","-8.9",
"USC00484065","GREEN RIVER, WY US","1924-02-05",,"1.7","-6.7",
"USC00484065","GREEN RIVER, WY US","1924-02-06",,"5.6","-6.1",
"USC00484065","GREEN RIVER, WY US","1924-02-07",,"3.9","-5.6",
"USC00484065","GREEN RIVER, WY US","1924-02-08",,"10.0","-3.9",
"USC00484065","GREEN RIVER, WY US","1924-02-09",,"10.0","-3.9",
"USC00484065","GREEN RIVER, WY US","1924-02-10",,"0.0","-5.6",
"USC00484065","GREEN RIVER, WY US","1924-02-11",,"3.3","-10.0",
"USC00484065","GREEN RIVER, WY US","1924-02-12",,"7.2","-9.4",
"USC00484065","GREEN RIVER, WY US","1924-02-13",,"11.7","-6.1",
"USC00484065","GREEN RIVER, WY US","1924-02-14",,"13.9","-5.6",
"USC00484065","GREEN RIVER, WY US","1924-02-15",,"13.9","-4.4",
"USC00484065","GREEN RIVER, WY US","1924-02-16",,"13.3","-4.4",
"USC00484065","GREEN RIVER, WY US","1924-02-17",,"8.9","-2.2",
"USC00484065","GREEN RIVER, WY US","1924-02-18",,"8.3","-5.0",
"USC00484065","GREEN RIVER, WY US","1924-02-19",,"4.4","-4.4",
"USC00484065","GREEN RIVER, WY US","1924-02-20",,"8.3","-9.4",
"USC00484065","GREEN RIVER, WY US","1924-02-21",,"8.9","-8.3",
"USC00484065","GREEN RIVER, WY US","1924-02-22",,"10.6","-6.7",
"USC00484065","GREEN RIVER, WY US","1924-02-23",,"2.8","-9.4",
"USC00484065","GREEN RIVER, WY US","1924-02-24",,"4.4","-12.2",
"USC00484065","GREEN RIVER, WY US","1924-02-25",,"7.2","-11.7",
"USC00484065","GREEN RIVER, WY US","1924-02-26",,"8.3","-10.0",
"USC00484065","GREEN RIVER, WY US","1924-02-27",,"7.2","-6.1",
"USC00484065","GREEN RIVER, WY US","1924-02-28",,"7.8","-7.8",
"USC00484065","GREEN RIVER, WY US","1924-02-29",,"7.2","-7.8",
"USC00484065","GREEN RIVER, WY US","1924-03-01",,"4.4","-10.0",
"USC00484065","GREEN RIVER, WY US","1924-03-02",,"12.8","-6.7",
"USC00484065","GREEN RIVER, WY US","1924-03-03",,"15.0","-5.6",
"USC00484065","GREEN RIVER, WY US","1924-03-04",,"6.1","-2.8",
"USC00484065","GREEN RIVER, WY US","1924-03-05",,"5.6","-9.4",
"USC00484065","GREEN RIVER, WY US","1924-03-06",,"4.4","-8.3",
"USC00484065","GREEN RIVER, WY US","1924-03-07",,"8.3","-1.7",
"USC00484065","GREEN RIVER, WY US","1924-03-08",,"1.1","-8.9",
"USC00484065","GREEN RIVER, WY US","1924-03-09",,"-0.6","-13.3",
"USC00484065","GREEN RIVER, WY US","1924-03-10",,"4.4","-10.6",
"USC00484065","GREEN RIVER, WY US","1924-03-11",,"1.7","-7.2",
"USC00484065","GREEN RIVER, WY US","1924-03-12",,"0.6","-13.9",
"USC00484065","GREEN RIVER, WY US","1924-03-13",,"1.1","-12.8",
"USC00484065","GREEN RIVER, WY US","1924-03-14",,"4.4","-3.9",
"USC00484065","GREEN RIVER, WY US","1924-03-15",,"1.7","-6.7",
"USC00484065","GREEN RIVER, WY US","1924-03-16",,"-2.8","-8.3",
"USC00484065","GREEN RIVER, WY US","1924-03-17",,"0.0","-11.7",
"USC00484065","GREEN RIVER, WY US","1924-03-18",,"0.6","-10.0",
"USC00484065","GREEN RIVER, WY US","1924-03-19",,"3.3","-9.4",
"USC00484065","GREEN RIVER, WY US","1924-03-20",,"3.9","-5.0",
"USC00484065","GREEN RIVER, WY US","1924-03-21",,"4.4","-6.1",
"USC00484065","GREEN RIVER, WY US","1924-03-22",,"1.1","-6.7",
"USC00484065","GREEN RIVER, WY US","1924-03-23",,"1.7","-11.7",
"USC00484065","GREEN RIVER, WY US","1924-03-24",,"5.0","-7.2",
"USC00484065","GREEN RIVER, WY US","1924-03-25",,"3.3","-17.8",
"USC00484065","GREEN RIVER, WY US","1924-03-26",,"4.4","-14.4",
"USC00484065","GREEN RIVER, WY US","1924-03-27",,"8.3","-5.0",
"USC00484065","GREEN RIVER, WY US","1924-03-28",,"10.6","-2.8",
"USC00484065","GREEN RIVER, WY US","1924-03-29",,"5.0","-6.1",
"USC00484065","GREEN RIVER, WY US","1924-03-30",,"1.7","-9.4",
"USC00484065","GREEN RIVER, WY US","1924-03-31",,"0.0","-13.9",
"USC00484065","GREEN RIVER, WY US","1924-04-01",,"18.3","-10.0",
"USC00484065","GREEN RIVER, WY US","1924-04-02",,"10.6","-6.7",
"USC00484065","GREEN RIVER, WY US","1924-04-03",,"12.8","-2.8",
"USC00484065","GREEN RIVER, WY US","1924-04-04",,"14.4","-0.6",
"USC00484065","GREEN RIVER, WY US","1924-04-05",,"11.7","-3.9",
"USC00484065","GREEN RIVER, WY US","1924-04-06",,"12.8","-5.0",
"USC00484065","GREEN RIVER, WY US","1924-04-07",,"20.0","-5.0",
"USC00484065","GREEN RIVER, WY US","1924-04-08",,"21.1","-2.2",
"USC00484065","GREEN RIVER, WY US","1924-04-09",,"18.9","-1.7",
"USC00484065","GREEN RIVER, WY US","1924-04-10",,"15.6","-1.7",
"USC00484065","GREEN RIVER, WY US","1924-04-11",,"12.8","1.1",
"USC00484065","GREEN RIVER, WY US","1924-04-12",,"10.6","-3.3",
"USC00484065","GREEN RIVER, WY US","1924-04-13",,"17.2","-3.3",
"USC00484065","GREEN RIVER, WY US","1924-04-14",,"18.3","2.2",
"USC00484065","GREEN RIVER, WY US","1924-04-15",,"12.8","-3.9",
"USC00484065","GREEN RIVER, WY US","1924-04-16",,"6.1","-7.2",
"USC00484065","GREEN RIVER, WY US","1924-04-17",,"2.8","-5.0",
"USC00484065","GREEN RIVER, WY US","1924-04-18",,"6.7","-3.9",
"USC00484065","GREEN RIVER, WY US","1924-04-19",,"10.0","-0.6",
"USC00484065","GREEN RIVER, WY US","1924-04-20",,"15.6","-3.3",
"USC00484065","GREEN RIVER, WY US","1924-04-21",,"16.1","-1.1",
"USC00484065","GREEN RIVER, WY US","1924-04-22",,"20.0","-2.8",
"USC00484065","GREEN RIVER, WY US","1924-04-23",,"23.3","1.1",
"USC00484065","GREEN RIVER, WY US","1924-04-24",,"23.3","0.0",
"USC00484065","GREEN RIVER, WY US","1924-04-25",,"9.4","-5.6",
"USC00484065","GREEN RIVER, WY US","1924-04-26",,"-0.6","-8.9",
"USC00484065","GREEN RIVER, WY US","1924-04-27",,"6.1","-5.6",
"USC00484065","GREEN RIVER, WY US","1924-04-28",,"14.4","-2.2",
"USC00484065","GREEN RIVER, WY US","1924-04-29",,"17.2","-1.1",
"USC00484065","GREEN RIVER, WY US","1924-04-30",,"16.7","0.0",
"USC00484065","GREEN RIVER, WY US","1924-05-01",,"16.1","0.0",
"USC00484065","GREEN RIVER, WY US","1924-05-02",,"20.6","-2.8",
"USC00484065","GREEN RIVER, WY US","1924-05-03",,"22.2","1.1",
"USC00484065","GREEN RIVER, WY US","1924-05-04",,"27.2","8.9",
"USC00484065","GREEN RIVER, WY US","1924-05-05",,"22.8","1.7",
"USC00484065","GREEN RIVER, WY US","1924-05-06",,"10.0","-7.2",
"USC00484065","GREEN RIVER, WY US","1924-05-07",,"15.0","-5.0",
"USC00484065","GREEN RIVER, WY US","1924-05-08",,"20.0","-1.7",
"USC00484065","GREEN RIVER, WY US","1924-05-09",,"17.8","0.6",
"USC00484065","GREEN RIVER, WY US","1924-05-10",,"15.6","-2.8",
"USC00484065","GREEN RIVER, WY US","1924-05-11",,"22.2","-0.6",
"USC00484065","GREEN RIVER, WY US","1924-05-12",,"26.1","6.1",
"USC00484065","GREEN RIVER, WY US","1924-05-13",,"25.6","6.1",
"USC00484065","GREEN RIVER, WY US","1924-05-14",,"20.6","1.1",
"USC00484065","GREEN RIVER, WY US","1924-05-15",,"17.8","1.1",
"USC00484065","GREEN RIVER, WY US","1924-05-16",,"27.2","2.8",
"USC00484065","GREEN RIVER, WY US","1924-05-17",,"28.3","5.6",
"USC00484065","GREEN RIVER, WY US","1924-05-18",,"27.2","3.3",
"USC00484065","GREEN RIVER, WY US","1924-05-19",,"27.2","9.4",
"USC00484065","GREEN RIVER, WY US","1924-05-20",,"23.9","5.0",
"USC00484065","GREEN RIVER, WY US","1924-05-21",,"26.1","5.6",
"USC00484065","GREEN RIVER, WY US","1924-05-22",,"26.1","7.2",
"USC00484065","GREEN RIVER, WY US","1924-05-23",,"20.6","3.9",
"USC00484065","GREEN RIVER, WY US","1924-05-24",,"22.8","2.2",
"USC00484065","GREEN RIVER, WY US","1924-05-25",,"25.6","4.4",
"USC00484065","GREEN RIVER, WY US","1924-05-26",,"23.9","4.4",
"USC00484065","GREEN RIVER, WY US","1924-05-27",,"18.3","5.0",
"USC00484065","GREEN RIVER, WY US","1924-05-28",,"17.2","3.3",
"USC00484065","GREEN RIVER, WY US","1924-05-29",,"9.4","0.6",
"USC00484065","GREEN RIVER, WY US","1924-05-30",,"11.1","0.6",
"USC00484065","GREEN RIVER, WY US","1924-05-31",,"10.0","-1.1",
"USC00484065","GREEN RIVER, WY US","1924-06-01",,"35.0","5.0",
"USC00484065","GREEN RIVER, WY US","1924-06-02",,"22.2","7.2",
"USC00484065","GREEN RIVER, WY US","1924-06-03",,"25.0","10.6",
"USC00484065","GREEN RIVER, WY US","1924-06-04",,"26.7","9.4",
"USC00484065","GREEN RIVER, WY US","1924-06-05",,"26.7","3.9",
"USC00484065","GREEN RIVER, WY US","1924-06-06",,"25.6","4.4",
"USC00484065","GREEN RIVER, WY US","1924-06-07",,"27.2","1.1",
"USC00484065","GREEN RIVER, WY US","1924-06-08",,"13.9","1.1",
"USC00484065","GREEN RIVER, WY US","1924-06-09",,"14.4","-2.2",
"USC00484065","GREEN RIVER, WY US","1924-06-10",,"21.7","6.7",
"USC00484065","GREEN RIVER, WY US","1924-06-11",,"27.2","3.9",
"USC00484065","GREEN RIVER, WY US","1924-06-12",,"30.0","3.3",
"USC00484065","GREEN RIVER, WY US","1924-06-13",,"31.7","5.0",
"USC00484065","GREEN RIVER, WY US","1924-06-14",,"32.8","8.9",
"USC00484065","GREEN RIVER, WY US","1924-06-15",,"32.8","5.6",
"USC00484065","GREEN RIVER, WY US","1924-06-16",,"31.1","4.4",
"USC00484065","GREEN RIVER, WY US","1924-06-17",,"32.8","7.2",
"USC00484065","GREEN RIVER, WY US","1924-06-18",,"31.1","9.4",
"USC00484065","GREEN RIVER, WY US","1924-06-19",,"20.0","6.1",
"USC00484065","GREEN RIVER, WY US","1924-06-20",,"17.8","-2.2",
"USC00484065","GREEN RIVER, WY US","1924-06-21",,"25.6","1.7",
"USC00484065","GREEN RIVER, WY US","1924-06-22",,"30.6","5.6",
"USC00484065","GREEN RIVER, WY US","1924-06-23",,"30.6","4.4",
"USC00484065","GREEN RIVER, WY US","1924-06-24",,"32.8","9.4",
"USC00484065","GREEN RIVER, WY US","1924-06-25",,"31.7","8.3",
"USC00484065","GREEN RIVER, WY US","1924-06-26",,"33.9","6.7",
"USC00484065","GREEN RIVER, WY US","1924-06-27",,"33.9","7.2",
"USC00484065","GREEN RIVER, WY US","1924-06-28",,"30.6","6.7",
"USC00484065","GREEN RIVER, WY US","1924-06-29",,"30.6","11.1",
"USC00484065","GREEN RIVER, WY US","1924-06-30",,"33.3","8.9",
"USC00484065","GREEN RIVER, WY US","1924-07-01",,"33.3","8.9",
"USC00484065","GREEN RIVER, WY US","1924-07-02",,"33.3","10.0",
"USC00484065","GREEN RIVER, WY US","1924-07-03",,"33.9","10.0",
"USC00484065","GREEN RIVER, WY US","1924-07-04",,"36.7","12.8",
"USC00484065","GREEN RIVER, WY US","1924-07-05",,"35.0","11.7",
"USC00484065","GREEN RIVER, WY US","1924-07-06",,"32.8","10.0",
"USC00484065","GREEN RIVER, WY US","1924-07-07",,"21.7","11.7",
"USC00484065","GREEN RIVER, WY US","1924-07-08",,"25.6","6.7",
"USC00484065","GREEN RIVER, WY US","1924-07-09",,"31.7","10.6",
"USC00484065","GREEN RIVER, WY US","1924-07-10",,"27.8","7.8",
"USC00484065","GREEN RIVER, WY US","1924-07-11",,"30.6","11.1",
"USC00484065","GREEN RIVER, WY US","1924-07-12",,"30.0","8.3",
"USC00484065","GREEN RIVER, WY US","1924-07-13",,"28.9","11.7",
"USC00484065","GREEN RIVER, WY US","1924-07-14",,"33.9","6.1",
"USC00484065","GREEN RIVER, WY US","1924-07-15",,"32.2","5.6",
"USC00484065","GREEN RIVER, WY US","1924-07-16",,"33.9","12.8",
"USC00484065","GREEN RIVER, WY US","1924-07-17",,"32.2","5.6",
"USC00484065","GREEN RIVER, WY US","1924-07-18",,"30.0","5.6",
"USC00484065","GREEN RIVER, WY US","1924-07-19",,"30.6","5.0",
"USC00484065","GREEN RIVER, WY US","1924-07-20",,"25.6","2.2",
"USC00484065","GREEN RIVER, WY US","1924-07-21",,"27.8","3.3",
"USC00484065","GREEN RIVER, WY US","1924-07-22",,"31.7","11.1",
"USC00484065","GREEN RIVER, WY US","1924-07-23",,"32.8","9.4",
"USC00484065","GREEN RIVER, WY US","1924-07-24",,"32.2","9.4",
"USC00484065","GREEN RIVER, WY US","1924-07-25",,"31.1","10.6",
"USC00484065","GREEN RIVER, WY US","1924-07-26",,"35.0","7.2",
"USC00484065","GREEN RIVER, WY US","1924-07-27",,"35.0","9.4",
"USC00484065","GREEN RIVER, WY US","1924-07-28",,"34.4","16.1",
"USC00484065","GREEN RIVER, WY US","1924-07-29",,"32.2","10.0",
"USC00484065","GREEN RIVER, WY US","1924-07-30",,"31.1","12.8",
"USC00484065","GREEN RIVER, WY US","1924-07-31",,"33.9","13.3",
"USC00484065","GREEN RIVER, WY US","1924-08-01",,"28.3","15.0",
"USC00484065","GREEN RIVER, WY US","1924-08-02",,"35.0","15.0",
"USC00484065","GREEN RIVER, WY US","1924-08-03",,"32.2","5.6",
"USC00484065","GREEN RIVER, WY US","1924-08-04",,"30.0","6.7",
"USC00484065","GREEN RIVER, WY US","1924-08-05",,"31.1","5.0",
"USC00484065","GREEN RIVER, WY US","1924-08-06",,"30.6","8.3",
"USC00484065","GREEN RIVER, WY US","1924-08-07",,"31.7","9.4",
"USC00484065","GREEN RIVER, WY US","1924-08-08",,"31.1","7.2",
"USC00484065","GREEN RIVER, WY US","1924-08-09",,"30.0","11.1",
"USC00484065","GREEN RIVER, WY US","1924-08-10",,"32.2","11.1",
"USC00484065","GREEN RIVER, WY US","1924-08-11",,"29.4","10.6",
"USC00484065","GREEN RIVER, WY US","1924-08-12",,"31.7","8.9",
"USC00484065","GREEN RIVER, WY US","1924-08-13",,"32.8","10.0",
"USC00484065","GREEN RIVER, WY US","1924-08-14",,"30.6","12.8",
"USC00484065","GREEN RIVER, WY US","1924-08-15",,"28.9","5.0",
"USC00484065","GREEN RIVER, WY US","1924-08-16",,"29.4","10.0",
"USC00484065","GREEN RIVER, WY US","1924-08-17",,"33.9","10.0",
"USC00484065","GREEN RIVER, WY US","1924-08-18",,"32.2","8.9",
"USC00484065","GREEN RIVER, WY US","1924-08-19",,"29.4","2.2",
"USC00484065","GREEN RIVER, WY US","1924-08-20",,"30.0","8.3",
"USC00484065","GREEN RIVER, WY US","1924-08-21",,"18.3","2.2",
"USC00484065","GREEN RIVER, WY US","1924-08-22",,"23.9","0.6",
"USC00484065","GREEN RIVER, WY US","1924-08-23",,"30.6","4.4",
"USC00484065","GREEN RIVER, WY US","1924-08-24",,"31.7","5.0",
"USC00484065","GREEN RIVER, WY US","1924-08-25",,"31.1","5.6",
"USC00484065","GREEN RIVER, WY US","1924-08-26",,"32.8","4.4",
"USC00484065","GREEN RIVER, WY US","1924-08-27",,"34.4","4.4",
"USC00484065","GREEN RIVER, WY US","1924-08-28",,"35.6","4.4",
"USC00484065","GREEN RIVER, WY US","1924-08-29",,"35.0","6.1",
"USC00484065","GREEN RIVER, WY US","1924-08-30",,"33.9","6.7",
"USC00484065","GREEN RIVER, WY US","1924-08-31",,"32.2","6.1",
"USC00484065","GREEN RIVER, WY US","1924-09-01",,"27.2","6.1",
"USC00484065","GREEN RIVER, WY US","1924-09-02",,"28.3","1.7",
"USC00484065","GREEN RIVER, WY US","1924-09-03",,"32.2","4.4",
"USC00484065","GREEN RIVER, WY US","1924-09-04",,"31.1","7.2",
"USC00484065","GREEN RIVER, WY US","1924-09-05",,"35.6","12.8",
"USC00484065","GREEN RIVER, WY US","1924-09-06",,"30.6","7.2",
"USC00484065","GREEN RIVER, WY US","1924-09-07",,"28.3","3.9",
"USC00484065","GREEN RIVER, WY US","1924-09-08",,"31.7","11.7",
"USC00484065","GREEN RIVER, WY US","1924-09-09",,"29.4","12.2",
"USC00484065","GREEN RIVER, WY US","1924-09-10",,"23.3","5.0",
"USC00484065","GREEN RIVER, WY US","1924-09-11",,"15.0","0.0",
"USC00484065","GREEN RIVER, WY US","1924-09-12",,"20.0","-1.1",
"USC00484065","GREEN RIVER, WY US","1924-09-13",,"23.9","1.1",
"USC00484065","GREEN RIVER, WY US","1924-09-14",,"24.4","0.6",
"USC00484065","GREEN RIVER, WY US","1924-09-15",,"28.9","1.7",
"USC00484065","GREEN RIVER, WY US","1924-09-16",,"30.0","4.4",
"USC00484065","GREEN RIVER, WY US","1924-09-17",,"23.9","3.9",
"USC00484065","GREEN RIVER, WY US","1924-09-18",,"26.1","1.7",
"USC00484065","GREEN RIVER, WY US","1924-09-19",,"15.6","-1.7",
"USC00484065","GREEN RIVER, WY US","1924-09-20",,"12.2","-0.6",
"USC00484065","GREEN RIVER, WY US","1924-09-21",,"6.7","-3.3",
"USC00484065","GREEN RIVER, WY US","1924-09-22",,"18.3","-1.7",
"USC00484065","GREEN RIVER, WY US","1924-09-23",,"26.7","1.1",
"USC00484065","GREEN RIVER, WY US","1924-09-24",,"27.8","5.0",
"USC00484065","GREEN RIVER, WY US","1924-09-25",,"25.0","0.0",
"USC00484065","GREEN RIVER, WY US","1924-09-26",,"16.7","0.6",
"USC00484065","GREEN RIVER, WY US","1924-09-27",,"11.7","-6.7",
"USC00484065","GREEN RIVER, WY US","1924-09-28",,"18.9","-3.3",
"USC00484065","GREEN RIVER, WY US","1924-09-29",,"25.0","-2.8",
"USC00484065","GREEN RIVER, WY US","1924-09-30",,"26.7","-1.1",
"USC00484065","GREEN RIVER, WY US","1924-10-01",,"11.7","-0.6",
"USC00484065","GREEN RIVER, WY US","1924-10-02",,"23.3","0.6",
"USC00484065","GREEN RIVER, WY US","1924-10-03",,"16.1","1.1",
"USC00484065","GREEN RIVER, WY US","1924-10-04",,"9.4","-3.3",
"USC00484065","GREEN RIVER, WY US","1924-10-05",,"11.1","-0.6",
"USC00484065","GREEN RIVER, WY US","1924-10-06",,"10.6","-2.8",
"USC00484065","GREEN RIVER, WY US","1924-10-07",,"23.3","-1.7",
"USC00484065","GREEN RIVER, WY US","1924-10-08",,"17.2","6.1",
"USC00484065","GREEN RIVER, WY US","1924-10-09",,"16.1","-0.6",
"USC00484065","GREEN RIVER, WY US","1924-10-10",,"16.7","2.2",
"USC00484065","GREEN RIVER, WY US","1924-10-11",,"16.1","0.6",
"USC00484065","GREEN RIVER, WY US","1924-10-12",,"6.1","-2.8",
"USC00484065","GREEN RIVER, WY US","1924-10-13",,"10.0","-7.8",
"USC00484065","GREEN RIVER, WY US","1924-10-14",,"16.1","-5.0",
"USC00484065","GREEN RIVER, WY US","1924-10-15",,"21.1","-4.4",
"USC00484065","GREEN RIVER, WY US","1924-10-16",,"21.1","-1.7",
"USC00484065","GREEN RIVER, WY US","1924-10-17",,"22.2","1.7",
"USC00484065","GREEN RIVER, WY US","1924-10-18",,"15.0","1.7",
"USC00484065","GREEN RIVER, WY US","1924-10-19",,"7.2","-1.1",
"USC00484065","GREEN RIVER, WY US","1924-10-20",,"11.1","-1.7",
"USC00484065","GREEN RIVER, WY US","1924-10-21",,"13.3","-2.8",
"USC00484065","GREEN RIVER, WY US","1924-10-22",,"17.8","-4.4",
"USC00484065","GREEN RIVER, WY US","1924-10-23",,"20.0","-3.9",
"USC00484065","GREEN RIVER, WY US","1924-10-24",,"15.6","-4.4",
"USC00484065","GREEN RIVER, WY US","1924-10-25",,"19.4","-5.0",
"USC00484065","GREEN RIVER, WY US","1924-10-26",,"20.6","-5.6",
"USC00484065","GREEN RIVER, WY US","1924-10-27",,"19.4","-4.4",
"USC00484065","GREEN RIVER, WY US","1924-10-28",,"21.1","-1.7",
"USC00484065","GREEN RIVER, WY US","1924-10-29",,"18.3","0.0",
"USC00484065","GREEN RIVER, WY US","1924-10-30",,"1.7","-5.6",
"USC00484065","GREEN RIVER, WY US","1924-10-31",,"2.8","-8.9",
"USC00484065","GREEN RIVER, WY US","1924-11-01",,"13.3","-7.8",
"USC00484065","GREEN RIVER, WY US","1924-11-02",,"15.6","-5.0",
"USC00484065","GREEN RIVER, WY US","1924-11-03",,"19.4","-2.8",
"USC00484065","GREEN RIVER, WY US","1924-11-04",,"19.4","-2.8",
"USC00484065","GREEN RIVER, WY US","1924-11-05",,"19.4","-1.7",
"USC00484065","GREEN RIVER, WY US","1924-11-06",,"0.6","-11.7",
"USC00484065","GREEN RIVER, WY US","1924-11-07",,"2.8","-13.9",
"USC00484065","GREEN RIVER, WY US","1924-11-08",,"2.2","-12.8",
"USC00484065","GREEN RIVER, WY US","1924-11-09",,"-0.6","-2.2",
"USC00484065","GREEN RIVER, WY US","1924-11-10",,"9.4","-0.6",
"USC00484065","GREEN RIVER, WY US","1924-11-11",,"3.3","-12.2",
"USC00484065","GREEN RIVER, WY US","1924-11-12",,"-0.6","-11.7",
"USC00484065","GREEN RIVER, WY US","1924-11-13",,"2.2","-15.0",
"USC00484065","GREEN RIVER, WY US","1924-11-14",,"2.2","-14.4",
"USC00484065","GREEN RIVER, WY US","1924-11-15",,"4.4","-12.2",
"USC00484065","GREEN RIVER, WY US","1924-11-16",,"5.6","-11.1",
"USC00484065","GREEN RIVER, WY US","1924-11-17",,"6.7","-11.7",
"USC00484065","GREEN RIVER, WY US","1924-11-18",,"7.2","-12.2",
"USC00484065","GREEN RIVER, WY US","1924-11-19",,"7.2","-11.7",
"USC00484065","GREEN RIVER, WY US","1924-11-20",,"4.4","-9.4",
"USC00484065","GREEN RIVER, WY US","1924-11-21",,"7.2","-5.6",
"USC00484065","GREEN RIVER, WY US","1924-11-22",,"12.2","-8.3",
"USC00484065","GREEN RIVER, WY US","1924-11-23",,"11.1","-1.1",
"USC00484065","GREEN RIVER, WY US","1924-11-24",,"9.4","-8.9",
"USC00484065","GREEN RIVER, WY US","1924-11-25",,"1.7","-12.2",
"USC00484065","GREEN RIVER, WY US","1924-11-26",,"3.9","-11.7",
"USC00484065","GREEN RIVER, WY US","1924-11-27",,"5.6","-8.9",
"USC00484065","GREEN RIVER, WY US","1924-11-28",,"3.9","-7.8",
"USC00484065","GREEN RIVER, WY US","1924-11-29",,"5.6","-4.4",
"USC00484065","GREEN RIVER, WY US","1924-11-30",,"11.7","-10.0",
"USC00484065","GREEN RIVER, WY US","1924-12-01",,"1.7","-13.3",
"USC00484065","GREEN RIVER, WY US","1924-12-02",,"12.2","-13.3",
"USC00484065","GREEN RIVER, WY US","1924-12-03",,"5.0","-4.4",
"USC00484065","GREEN RIVER, WY US","1924-12-04",,"6.1","-13.3",
"USC00484065","GREEN RIVER, WY US","1924-12-05",,"1.7","-7.2",
"USC00484065","GREEN RIVER, WY US","1924-12-06",,"2.2","-11.1",
"USC00484065","GREEN RIVER, WY US","1924-12-07",,"-1.1","-8.9",
"USC00484065","GREEN RIVER, WY US","1924-12-08",,"-1.7","-12.2",
"USC00484065","GREEN RIVER, WY US","1924-12-09",,"-3.9","-22.8",
"USC00484065","GREEN RIVER, WY US","1924-12-10",,"-2.8","-22.8",
"USC00484065","GREEN RIVER, WY US","1924-12-11",,"4.4","-5.6",
"USC00484065","GREEN RIVER, WY US","1924-12-12",,"5.6","-5.6",
"USC00484065","GREEN RIVER, WY US","1924-12-13",,"9.4","-2.2",
"USC00484065","GREEN RIVER, WY US","1924-12-14",,"9.4","-4.4",
"USC00484065","GREEN RIVER, WY US","1924-12-15",,"12.2","-7.2",
"USC00484065","GREEN RIVER, WY US","1924-12-16",,"14.4","-6.7",
"USC00484065","GREEN RIVER, WY US","1924-12-17",,"7.2","-3.9",
"USC00484065","GREEN RIVER, WY US","1924-12-18",,"-2.2","-17.8",
"USC00484065","GREEN RIVER, WY US","1924-12-19",,"-11.7","-28.9",
"USC00484065","GREEN RIVER, WY US","1924-12-20",,"-12.2","-31.1",
"USC00484065","GREEN RIVER, WY US","1924-12-21",,"-13.9","-31.1",
"USC00484065","GREEN RIVER, WY US","1924-12-22",,"-7.8","-15.6",
"USC00484065","GREEN RIVER, WY US","1924-12-23",,"-4.4","-16.1",
"USC00484065","GREEN RIVER, WY US","1924-12-24",,"-15.0","-30.0",
"USC00484065","GREEN RIVER, WY US","1924-12-25",,"-12.2","-23.3",
