"STATION","NAME","DATE","TAVG","TMAX","TMIN","TOBS"
"USC00484065","GREEN RIVER, WY US","1928-04-28",,"23.9","5.6",
"USC00484065","GREEN RIVER, WY US","1928-04-29",,"20.6","1.1",
"USC00484065","GREEN RIVER, WY US","1928-04-30",,"17.2","0.0",
"USC00484065","GREEN RIVER, WY US","1928-05-01",,"24.4","5.0",
"USC00484065","GREEN RIVER, WY US","1928-05-02",,"22.2","0.0",
"USC00484065","GREEN RIVER, WY US","1928-05-03",,"10.6","0.0",
"USC00484065","GREEN RIVER, WY US","1928-05-04",,"12.2","-2.8",
"USC00484065","GREEN RIVER, WY US","1928-05-05",,"17.8","-2.8",
"USC00484065","GREEN RIVER, WY US","1928-05-06",,"23.9","1.1",
"USC00484065","GREEN RIVER, WY US","1928-05-07",,"27.2","1.1",
"USC00484065","GREEN RIVER, WY US","1928-05-08",,"23.3","2.2",
"USC00484065","GREEN RIVER, WY US","1928-05-09",,"25.0","8.9",
"USC00484065","GREEN RIVER, WY US","1928-05-10",,"19.4","3.9",
"USC00484065","GREEN RIVER, WY US","1928-05-11",,"21.1","7.2",
"USC00484065","GREEN RIVER, WY US","1928-05-12",,"15.6","3.9",
"USC00484065","GREEN RIVER, WY US","1928-05-13",,"11.7","0.6",
"USC00484065","GREEN RIVER, WY US","1928-05-14",,"10.0","1.7",
"USC00484065","GREEN RIVER, WY US","1928-05-15",,"15.6","3.9",
"USC00484065","GREEN RIVER, WY US","1928-05-16",,"16.7","5.6",
"USC00484065","GREEN RIVER, WY US","1928-05-17",,"16.1","1.7",
"USC00484065","GREEN RIVER, WY US","1928-05-18",,"21.1","3.3",
"USC00484065","GREEN RIVER, WY US","1928-05-19",,"22.8","6.1",
"USC00484065","GREEN RIVER, WY US","1928-05-20",,"21.7","7.8",
"USC00484065","GREEN RIVER, WY US","1928-05-21",,"26.1","5.6",
"USC00484065","GREEN RIVER, WY US","1928-05-22",,"26.7","5.0",
"USC00484065","GREEN RIVER, WY US","1928-05-23",,"27.2","7.8",
"USC00484065","GREEN RIVER, WY US","1928-05-24",,"26.7","5.6",
"USC00484065","GREEN RIVER, WY US","1928-05-25",,"28.9","7.2",
"USC00484065","GREEN RIVER, WY US","1928-05-26",,"27.2","8.3",
"USC00484065","GREEN RIVER, WY US","1928-05-27",,"28.3","7.2",
"USC00484065","GREEN RIVER, WY US","1928-05-28",,"27.8","4.4",
"USC00484065","GREEN RIVER, WY US","1928-05-29",,"28.9","4.4",
"USC00484065","GREEN RIVER, WY US","1928-05-30",,"29.4","3.9",
"USC00484065","GREEN RIVER, WY US","1928-05-31",,"27.8","4.4",
"USC00484065","GREEN RIVER, WY US","1928-06-01",,"30.0","5.6",
"USC00484065","GREEN RIVER, WY US","1928-06-02",,"25.6","5.0",
"USC00484065","GREEN RIVER, WY US","1928-06-03",,"24.4","5.6",
"USC00484065","GREEN RIVER, WY US","1928-06-04",,"18.3","2.8",
"USC00484065","GREEN RIVER, WY US","1928-06-05",,"21.7","3.9",
"USC00484065","GREEN RIVER, WY US","1928-06-06",,"24.4","2.2",
"USC00484065","GREEN RIVER, WY US","1928-06-07",,"28.9","4.4",
"USC00484065","GREEN RIVER, WY US","1928-06-08",,"22.8","1.1",
"USC00484065","GREEN RIVER, WY US","1928-06-09",,"21.1","6.1",
"USC00484065","GREEN RIVER, WY US","1928-06-10",,"23.3","5.0",
"USC00484065","GREEN RIVER, WY US","1928-06-11",,"21.1","4.4",
"USC00484065","GREEN RIVER, WY US","1928-06-12",,"16.7","1.7",
"USC00484065","GREEN RIVER, WY US","1928-06-13",,"12.8","1.7",
"USC00484065","GREEN RIVER, WY US","1928-06-14",,"20.6","3.3",
"USC00484065","GREEN RIVER, WY US","1928-06-15",,"22.2","6.7",
"USC00484065","GREEN RIVER, WY US","1928-06-16",,"23.3","7.2",
"USC00484065","GREEN RIVER, WY US","1928-06-17",,"18.3","3.9",
"USC00484065","GREEN RIVER, WY US","1928-06-18",,"11.1","-1.7",
"USC00484065","GREEN RIVER, WY US","1928-06-19",,"16.7","0.0",
"USC00484065","GREEN RIVER, WY US","1928-06-20",,"22.2","1.7",
"USC00484065","GREEN RIVER, WY US","1928-06-21",,"25.0","6.7",
"USC00484065","GREEN RIVER, WY US","1928-06-22",,"23.9","3.9",
"USC00484065","GREEN RIVER, WY US","1928-06-23",,"24.4","5.0",
"USC00484065","GREEN RIVER, WY US","1928-06-24",,"26.1","7.2",
"USC00484065","GREEN RIVER, WY US","1928-06-25",,"28.9","5.6",
"USC00484065","GREEN RIVER, WY US","1928-06-26",,"31.1","11.1",
"USC00484065","GREEN RIVER, WY US","1928-06-27",,"31.7","11.7",
"USC00484065","GREEN RIVER, WY US","1928-06-28",,"31.1","7.8",
"USC00484065","GREEN RIVER, WY US","1928-06-29",,"30.6","7.2",
"USC00484065","GREEN RIVER, WY US","1928-06-30",,"22.8","4.4",
"USC00484065","GREEN RIVER, WY US","1928-07-01",,"35.0","8.9",
"USC00484065","GREEN RIVER, WY US","1928-07-02",,"23.9","3.3",
"USC00484065","GREEN RIVER, WY US","1928-07-03",,"30.0","6.7",
"USC00484065","GREEN RIVER, WY US","1928-07-04",,"31.1","6.1",
"USC00484065","GREEN RIVER, WY US","1928-07-05",,"33.3","8.3",
"USC00484065","GREEN RIVER, WY US","1928-07-06",,"33.9","8.3",
"USC00484065","GREEN RIVER, WY US","1928-07-07",,"25.6","3.3",
"USC00484065","GREEN RIVER, WY US","1928-07-08",,"22.8","3.3",
"USC00484065","GREEN RIVER, WY US","1928-07-09",,"29.4","7.2",
"USC00484065","GREEN RIVER, WY US","1928-07-10",,"30.6","7.8",
"USC00484065","GREEN RIVER, WY US","1928-07-11",,"33.9","7.8",
"USC00484065","GREEN RIVER, WY US","1928-07-12",,"33.9","12.2",
"USC00484065","GREEN RIVER, WY US","1928-07-13",,"34.4","11.1",
"USC00484065","GREEN RIVER, WY US","1928-07-14",,"31.7","8.3",
"USC00484065","GREEN RIVER, WY US","1928-07-15",,"33.9","10.6",
"USC00484065","GREEN RIVER, WY US","1928-07-16",,"33.9","12.8",
"USC00484065","GREEN RIVER, WY US","1928-07-17",,"28.3","8.9",
"USC00484065","GREEN RIVER, WY US","1928-07-18",,"31.7","13.3",
"USC00484065","GREEN RIVER, WY US","1928-07-19",,"31.1","11.7",
"USC00484065","GREEN RIVER, WY US","1928-07-20",,"30.0","11.1",
"USC00484065","GREEN RIVER, WY US","1928-07-21",,"31.7","12.2",
"USC00484065","GREEN RIVER, WY US","1928-07-22",,"28.9","11.1",
"USC00484065","GREEN RIVER, WY US","1928-07-23",,"30.6","8.3",
"USC00484065","GREEN RIVER, WY US","1928-07-24",,"30.0","8.9",
"USC00484065","GREEN RIVER, WY US","1928-07-25",,"31.1","7.2",
"USC00484065","GREEN RIVER, WY US","1928-07-26",,"33.9","10.0",
"USC00484065","GREEN RIVER, WY US","1928-07-27",,"35.0","11.7",
"USC00484065","GREEN RIVER, WY US","1928-07-28",,"32.2","12.2",
"USC00484065","GREEN RIVER, WY US","1928-07-29",,"33.3","15.6",
"USC00484065","GREEN RIVER, WY US","1928-07-30",,"31.1","11.1",
"USC00484065","GREEN RIVER, WY US","1928-07-31",,"33.9","6.7",
"USC00484065","GREEN RIVER, WY US","1928-08-01",,"24.4","8.3",
"USC00484065","GREEN RIVER, WY US","1928-08-02",,"30.0","2.8",
"USC00484065","GREEN RIVER, WY US","1928-08-03",,"27.2","4.4",
"USC00484065","GREEN RIVER, WY US","1928-08-04",,"27.8","7.2",
"USC00484065","GREEN RIVER, WY US","1928-08-05",,"26.1","3.3",
"USC00484065","GREEN RIVER, WY US","1928-08-06",,"25.0","6.1",
"USC00484065","GREEN RIVER, WY US","1928-08-07",,"25.6","3.9",
"USC00484065","GREEN RIVER, WY US","1928-08-08",,"30.6","6.7",
"USC00484065","GREEN RIVER, WY US","1928-08-09",,"33.3","7.8",
"USC00484065","GREEN RIVER, WY US","1928-08-10",,"36.1","8.9",
"USC00484065","GREEN RIVER, WY US","1928-08-11",,"36.7","10.6",
"USC00484065","GREEN RIVER, WY US","1928-08-12",,"33.9","8.9",
"USC00484065","GREEN RIVER, WY US","1928-08-13",,"32.8","7.8",
"USC00484065","GREEN RIVER, WY US","1928-08-14",,"33.9","7.2",
"USC00484065","GREEN RIVER, WY US","1928-08-15",,"32.2","15.6",
"USC00484065","GREEN RIVER, WY US","1928-08-16",,"30.6","8.9",
"USC00484065","GREEN RIVER, WY US","1928-08-17",,"26.7","7.2",
"USC00484065","GREEN RIVER, WY US","1928-08-18",,"27.8","7.8",
"USC00484065","GREEN RIVER, WY US","1928-08-19",,"30.6","6.1",
"USC00484065","GREEN RIVER, WY US","1928-08-20",,"33.3","8.9",
"USC00484065","GREEN RIVER, WY US","1928-08-21",,"31.7","5.0",
"USC00484065","GREEN RIVER, WY US","1928-08-22",,"30.0","2.8",
"USC00484065","GREEN RIVER, WY US","1928-08-23",,"33.9","7.8",
"USC00484065","GREEN RIVER, WY US","1928-08-24",,"26.1","6.7",
"USC00484065","GREEN RIVER, WY US","1928-08-25",,"26.1","6.1",
"USC00484065","GREEN RIVER, WY US","1928-08-26",,"27.2","7.8",
"USC00484065","GREEN RIVER, WY US","1928-08-27",,"22.2","7.2",
"USC00484065","GREEN RIVER, WY US","1928-08-28",,"25.6","5.6",
"USC00484065","GREEN RIVER, WY US","1928-08-29",,"27.8","1.7",
"USC00484065","GREEN RIVER, WY US","1928-08-30",,"26.7","1.1",
"USC00484065","GREEN RIVER, WY US","1928-08-31",,"28.9","7.8",
"USC00484065","GREEN RIVER, WY US","1928-09-01",,"22.2","4.4",
"USC00484065","GREEN RIVER, WY US","1928-09-02",,"26.7","6.1",
"USC00484065","GREEN RIVER, WY US","1928-09-03",,"28.3","2.2",
"USC00484065","GREEN RIVER, WY US","1928-09-04",,"28.9","2.2",
"USC00484065","GREEN RIVER, WY US","1928-09-05",,"30.0","8.9",
"USC00484065","GREEN RIVER, WY US","1928-09-06",,"31.7","5.0",
"USC00484065","GREEN RIVER, WY US","1928-09-07",,"30.6","3.9",
"USC00484065","GREEN RIVER, WY US","1928-09-08",,"31.7","8.9",
"USC00484065","GREEN RIVER, WY US","1928-09-09",,"28.3","6.7",
"USC00484065","GREEN RIVER, WY US","1928-09-10",,"20.6","0.0",
"USC00484065","GREEN RIVER, WY US","1928-09-11",,"23.9","3.9",
"USC00484065","GREEN RIVER, WY US","1928-09-12",,"23.3","1.7",
"USC00484065","GREEN RIVER, WY US","1928-09-13",,"25.6","0.0",
"USC00484065","GREEN RIVER, WY US","1928-09-14",,"12.2","-2.8",
"USC00484065","GREEN RIVER, WY US","1928-09-15",,"24.4","0.0",
"USC00484065","GREEN RIVER, WY US","1928-09-16",,"29.4","2.8",
"USC00484065","GREEN RIVER, WY US","1928-09-17",,"27.8","6.1",
"USC00484065","GREEN RIVER, WY US","1928-09-18",,"28.9","4.4",
"USC00484065","GREEN RIVER, WY US","1928-09-19",,"30.0","1.1",
"USC00484065","GREEN RIVER, WY US","1928-09-20",,"28.3","-5.0",
"USC00484065","GREEN RIVER, WY US","1928-09-21",,"20.0","-1.1",
"USC00484065","GREEN RIVER, WY US","1928-09-22",,"24.4","-2.8",
"USC00484065","GREEN RIVER, WY US","1928-09-23",,"26.7","0.6",
"USC00484065","GREEN RIVER, WY US","1928-09-24",,"26.1","5.0",
"USC00484065","GREEN RIVER, WY US","1928-09-25",,"26.7","0.6",
"USC00484065","GREEN RIVER, WY US","1928-09-26",,"29.4","4.4",
"USC00484065","GREEN RIVER, WY US","1928-09-27",,"25.0","5.0",
"USC00484065","GREEN RIVER, WY US","1928-09-28",,"15.6","0.6",
"USC00484065","GREEN RIVER, WY US","1928-09-29",,"25.0","0.6",
"USC00484065","GREEN RIVER, WY US","1928-09-30",,"25.6","0.6",
"USC00484065","GREEN RIVER, WY US","1928-10-01",,"0.0","-2.8",
"USC00484065","GREEN RIVER, WY US","1928-10-02",,"20.0","-2.8",
"USC00484065","GREEN RIVER, WY US","1928-10-03",,"25.0","0.0",
"USC00484065","GREEN RIVER, WY US","1928-10-04",,"18.3","-2.2",
"USC00484065","GREEN RIVER, WY US","1928-10-05",,"16.1","1.1",
"USC00484065","GREEN RIVER, WY US","1928-10-06",,"21.1","-2.2",
"USC00484065","GREEN RIVER, WY US","1928-10-07",,"26.1","-1.7",
"USC00484065","GREEN RIVER, WY US","1928-10-08",,"25.0","0.6",
"USC00484065","GREEN RIVER, WY US","1928-10-09",,"26.1","-1.7",
"USC00484065","GREEN RIVER, WY US","1928-10-10",,"26.1","0.0",
"USC00484065","GREEN RIVER, WY US","1928-10-11",,"24.4","0.6",
"USC00484065","GREEN RIVER, WY US","1928-10-12",,"1.7","-5.6",
"USC00484065","GREEN RIVER, WY US","1928-10-13",,"6.1","-4.4",
"USC00484065","GREEN RIVER, WY US","1928-10-14",,"12.2","1.7",
"USC00484065","GREEN RIVER, WY US","1928-10-15",,"4.4","-1.7",
"USC00484065","GREEN RIVER, WY US","1928-10-16",,"11.7","-1.1",
"USC00484065","GREEN RIVER, WY US","1928-10-17",,"14.4","-0.6",
"USC00484065","GREEN RIVER, WY US","1928-10-18",,"16.7","1.7",
"USC00484065","GREEN RIVER, WY US","1928-10-19",,"16.7","-2.2",
"USC00484065","GREEN RIVER, WY US","1928-10-20",,"19.4","-1.7",
"USC00484065","GREEN RIVER, WY US","1928-10-21",,"20.6","-1.7",
"USC00484065","GREEN RIVER, WY US","1928-10-22",,"12.2","-3.3",
"USC00484065","GREEN RIVER, WY US","1928-10-24",,"19.4","-5.6",
"USC00484065","GREEN RIVER, WY US","1928-10-25",,"19.4","-2.2",
"USC00484065","GREEN RIVER, WY US","1928-10-26",,"12.8","-2.2",
"USC00484065","GREEN RIVER, WY US","1928-10-27",,"17.8","-4.4",
"USC00484065","GREEN RIVER, WY US","1928-10-28",,"15.6","-3.9",
"USC00484065","GREEN RIVER, WY US","1928-10-29",,"12.8","-3.9",
"USC00484065","GREEN RIVER, WY US","1928-10-30",,"16.1","-3.3",
"USC00484065","GREEN RIVER, WY US","1928-10-31",,"11.1","-3.3",
"USC00484065","GREEN RIVER, WY US","1928-11-01",,"-1.1","-7.8",
"USC00484065","GREEN RIVER, WY US","1928-11-02",,"1.7","-6.7",
"USC00484065","GREEN RIVER, WY US","1928-11-03",,"4.4","-8.9",
"USC00484065","GREEN RIVER, WY US","1928-11-04",,"0.0","-8.3",
"USC00484065","GREEN RIVER, WY US","1928-11-05",,"8.3","-6.7",
"USC00484065","GREEN RIVER, WY US","1928-11-06",,"11.7","-1.7",
"USC00484065","GREEN RIVER, WY US","1928-11-07",,"9.4","-3.9",
"USC00484065","GREEN RIVER, WY US","1928-11-08",,"4.4","-4.4",
"USC00484065","GREEN RIVER, WY US","1928-11-09",,"5.6","-7.8",
"USC00484065","GREEN RIVER, WY US","1928-11-10",,"8.9","-6.7",
"USC00484065","GREEN RIVER, WY US","1928-11-11",,"14.4","-6.1",
"USC00484065","GREEN RIVER, WY US","1928-11-12",,"15.0","-5.0",
"USC00484065","GREEN RIVER, WY US","1928-11-13",,"17.2","-4.4",
"USC00484065","GREEN RIVER, WY US","1928-11-14",,"7.2","-3.3",
"USC00484065","GREEN RIVER, WY US","1928-11-15",,"6.1","-0.6",
"USC00484065","GREEN RIVER, WY US","1928-11-16",,"3.3","-7.8",
"USC00484065","GREEN RIVER, WY US","1928-11-17",,"3.3","-6.1",
"USC00484065","GREEN RIVER, WY US","1928-11-18",,"0.0","-8.9",
"USC00484065","GREEN RIVER, WY US","1928-11-19",,"-5.0","-9.4",
"USC00484065","GREEN RIVER, WY US","1928-11-20",,"1.1","-8.9",
"USC00484065","GREEN RIVER, WY US","1928-11-21",,"5.6","-8.3",
"USC00484065","GREEN RIVER, WY US","1928-11-22",,"9.4","-10.6",
"USC00484065","GREEN RIVER, WY US","1928-11-23",,"1.7","-10.6",
"USC00484065","GREEN RIVER, WY US","1928-11-24",,"-1.7","-11.1",
"USC00484065","GREEN RIVER, WY US","1928-11-25",,"3.9","-9.4",
"USC00484065","GREEN RIVER, WY US","1928-11-26",,"7.2","-6.7",
"USC00484065","GREEN RIVER, WY US","1928-11-27",,"-1.1","-5.6",
"USC00484065","GREEN RIVER, WY US","1928-11-28",,"-1.1","-6.7",
"USC00484065","GREEN RIVER, WY US","1928-11-29",,"-3.9","-7.2",
"USC00484065","GREEN RIVER, WY US","1928-11-30",,"0.0","-21.7",
"USC00484065","GREEN RIVER, WY US","1928-12-01",,"-8.9","-11.7",
"USC00484065","GREEN RIVER, WY US","1928-12-02",,"2.2","-15.0",
"USC00484065","GREEN RIVER, WY US","1928-12-03",,"-5.6","-19.4",
"USC00484065","GREEN RIVER, WY US","1928-12-04",,"-6.1","-27.2",
"USC00484065","GREEN RIVER, WY US","1928-12-05",,"-9.4","-26.7",
"USC00484065","GREEN RIVER, WY US","1928-12-06",,"-11.1","-28.3",
"USC00484065","GREEN RIVER, WY US","1928-12-07",,"-13.3","-28.9",
"USC00484065","GREEN RIVER, WY US","1928-12-08",,"-14.4","-30.6",
"USC00484065","GREEN RIVER, WY US","1928-12-09",,"-12.8","-30.0",
"USC00484065","GREEN RIVER, WY US","1928-12-10",,"-14.4","-25.6",
"USC00484065","GREEN RIVER, WY US","1928-12-11",,"-13.3","-20.6",
"USC00484065","GREEN RIVER, WY US","1928-12-12",,"-7.2","-17.8",
"USC00484065","GREEN RIVER, WY US","1928-12-13",,"-3.9","-17.8",
"USC00484065","GREEN RIVER, WY US","1928-12-14",,"-8.9","-21.1",
"USC00484065","GREEN RIVER, WY US","1928-12-15",,"-12.2","-16.7",
"USC00484065","GREEN RIVER, WY US","1928-12-16",,"-1.7","-26.7",
"USC00484065","GREEN RIVER, WY US","1928-12-17",,"-16.7","-30.0",
"USC00484065","GREEN RIVER, WY US","1928-12-18",,"-10.6","-23.9",
"USC00484065","GREEN RIVER, WY US","1928-12-19",,"-5.6","-30.0",
"USC00484065","GREEN RIVER, WY US","1928-12-20",,"-10.6","-20.6",
"USC00484065","GREEN RIVER, WY US","1928-12-21",,"-1.7","-13.3",
"USC00484065","GREEN RIVER, WY US","1928-12-22",,"0.0","-22.8",
"USC00484065","GREEN RIVER, WY US","1928-12-23",,"0.6","-21.7",
"USC00484065","GREEN RIVER, WY US","1928-12-24",,"-8.3","-24.4",
"USC00484065","GREEN RIVER, WY US","1928-12-25",,"-8.3","-22.8",
"USC00484065","GREEN RIVER, WY US","1928-12-26",,"0.0","-16.1",
"USC00484065","GREEN RIVER, WY US","1928-12-27",,"2.8","-18.9",
"USC00484065","GREEN RIVER, WY US","1928-12-28",,"-2.8","-15.0",
"USC00484065","GREEN RIVER, WY US","1928-12-29",,"1.7","-16.7",
"USC00484065","GREEN RIVER, WY US","1928-12-30",,"1.7","-14.4",
"USC00484065","GREEN RIVER, WY US","1928-12-31",,"-1.1","-14.4",
"USC00484065","GREEN RIVER, WY US","1929-01-01",,"-2.8","-27.2",
"USC00484065","GREEN RIVER, WY US","1929-01-02",,"-7.2","-16.7",
"USC00484065","GREEN RIVER, WY US","1929-01-03",,"0.0","-9.4",
"USC00484065","GREEN RIVER, WY US","1929-01-04",,"-2.8","-12.8",
"USC00484065","GREEN RIVER, WY US","1929-01-05",,"-3.3","-15.0",
"USC00484065","GREEN RIVER, WY US","1929-01-06",,"-4.4","-21.7",
"USC00484065","GREEN RIVER, WY US","1929-01-07",,"-1.7","-22.2",
"USC00484065","GREEN RIVER, WY US","1929-01-08",,"1.7","-21.7",
"USC00484065","GREEN RIVER, WY US","1929-01-09",,"-5.6","-16.7",
"USC00484065","GREEN RIVER, WY US","1929-01-10",,"-1.1","-11.7",
"USC00484065","GREEN RIVER, WY US","1929-01-11",,"-0.6","-11.1",
"USC00484065","GREEN RIVER, WY US","1929-01-12",,"1.7","-11.1",
"USC00484065","GREEN RIVER, WY US","1929-01-13",,"4.4","-11.1",
"USC00484065","GREEN RIVER, WY US","1929-01-14",,"5.6","-8.3",
"USC00484065","GREEN RIVER, WY US","1929-01-15",,"-2.8","-15.0",
"USC00484065","GREEN RIVER, WY US","1929-01-16",,"-6.7","-15.6",
"USC00484065","GREEN RIVER, WY US","1929-01-17",,"-3.9","-10.0",
"USC00484065","GREEN RIVER, WY US","1929-01-18",,"-1.7","-10.6",
"USC00484065","GREEN RIVER, WY US","1929-01-19",,"0.6","-7.2",
"USC00484065","GREEN RIVER, WY US","1929-01-20",,"-2.8","-21.1",
"USC00484065","GREEN RIVER, WY US","1929-01-21",,"-5.6","-24.4",
"USC00484065","GREEN RIVER, WY US","1929-01-22",,"-9.4","-20.0",
"USC00484065","GREEN RIVER, WY US","1929-01-23",,"-1.1","-11.7",
"USC00484065","GREEN RIVER, WY US","1929-01-24",,"-7.8","-22.8",
"USC00484065","GREEN RIVER, WY US","1929-01-25",,"-11.1","-21.7",
"USC00484065","GREEN RIVER, WY US","1929-01-26",,"-0.6","-18.3",
"USC00484065","GREEN RIVER, WY US","1929-01-27",,"-1.7","-12.2",
"USC00484065","GREEN RIVER, WY US","1929-01-28",,"1.1","-8.3",
"USC00484065","GREEN RIVER, WY US","1929-01-29",,"2.2","-16.1",
"USC00484065","GREEN RIVER, WY US","1929-01-30",,"4.4","-14.4",
"USC00484065","GREEN RIVER, WY US","1929-01-31",,"-1.7","-13.3",
"USC00484065","GREEN RIVER, WY US","1929-02-01",,"-2.8","-10.0",
"USC00484065","GREEN RIVER, WY US","1929-02-02",,"4.4","-9.4",
"USC00484065","GREEN RIVER, WY US","1929-02-03",,"2.2","-8.9",
"USC00484065","GREEN RIVER, WY US","1929-02-04",,"3.9","-16.7",
"USC00484065","GREEN RIVER, WY US","1929-02-05",,"-1.7","-11.7",
"USC00484065","GREEN RIVER, WY US","1929-02-06",,"-1.7","-22.2",
"USC00484065","GREEN RIVER, WY US","1929-02-07",,"-13.9","-26.7",
"USC00484065","GREEN RIVER, WY US","1929-02-08",,"-12.2","-33.3",
"USC00484065","GREEN RIVER, WY US","1929-02-09",,"-20.0","-33.3",
"USC00484065","GREEN RIVER, WY US","1929-02-10",,"-10.0","-29.4",
"USC00484065","GREEN RIVER, WY US","1929-02-11",,"-7.8","-27.8",
"USC00484065","GREEN RIVER, WY US","1929-02-12",,"-11.1","-26.7",
"USC00484065","GREEN RIVER, WY US","1929-02-13",,"-4.4","-14.4",
"USC00484065","GREEN RIVER, WY US","1929-02-14",,"-2.8","-13.3",
"USC00484065","GREEN RIVER, WY US","1929-02-15",,"-3.9","-18.3",
"USC00484065","GREEN RIVER, WY US","1929-02-16",,"-4.4","-11.1",
"USC00484065","GREEN RIVER, WY US","1929-02-17",,"0.6","-9.4",
"USC00484065","GREEN RIVER, WY US","1929-02-18",,"1.7","-6.7",
"USC00484065","GREEN RIVER, WY US","1929-02-19",,"-1.1","-20.6",
"USC00484065","GREEN RIVER, WY US","1929-02-20",,"-3.9","-9.4",
"USC00484065","GREEN RIVER, WY US","1929-02-21",,"-4.4","-6.7",
"USC00484065","GREEN RIVER, WY US","1929-02-22",,"0.0","-17.2",
"USC00484065","GREEN RIVER, WY US","1929-02-23",,"2.2","-19.4",
"USC00484065","GREEN RIVER, WY US","1929-02-24",,"-6.1","-15.6",
"USC00484065","GREEN RIVER, WY US","1929-02-25",,"-1.1","-14.4",
"USC00484065","GREEN RIVER, WY US","1929-02-26",,"-1.7","-16.1",
"USC00484065","GREEN RIVER, WY US","1929-02-27",,"-1.7","-15.0",
"USC00484065","GREEN RIVER, WY US","1929-02-28",,"-1.7","-17.8",
"USC00484065","GREEN RIVER, WY US","1929-03-01",,"2.8","-12.8",
"USC00484065","GREEN RIVER, WY US","1929-03-02",,"0.6","-5.6",
"USC00484065","GREEN RIVER, WY US","1929-03-03",,"3.3","-10.0",
"USC00484065","GREEN RIVER, WY US","1929-03-04",,"1.7","-3.3",
"USC00484065","GREEN RIVER, WY US","1929-03-05",,"6.1","-4.4",
"USC00484065","GREEN RIVER, WY US","1929-03-06",,"12.8","-2.2",
"USC00484065","GREEN RIVER, WY US","1929-03-07",,"9.4","-3.3",
"USC00484065","GREEN RIVER, WY US","1929-03-08",,"12.2","-3.9",
"USC00484065","GREEN RIVER, WY US","1929-03-09",,"11.7","-4.4",
"USC00484065","GREEN RIVER, WY US","1929-03-10",,"15.0","-1.7",
"USC00484065","GREEN RIVER, WY US","1929-03-11",,"13.3","-2.8",
"USC00484065","GREEN RIVER, WY US","1929-03-12",,"8.3","-4.4",
"USC00484065","GREEN RIVER, WY US","1929-03-13",,"1.7","-6.7",
"USC00484065","GREEN RIVER, WY US","1929-03-14",,"-0.6","-8.3",
"USC00484065","GREEN RIVER, WY US","1929-03-15",,"4.4","-10.0",
"USC00484065","GREEN RIVER, WY US","1929-03-16",,"3.3","-11.1",
"USC00484065","GREEN RIVER, WY US","1929-03-17",,"5.0","-10.0",
"USC00484065","GREEN RIVER, WY US","1929-03-18",,"8.9","-5.6",
"USC00484065","GREEN RIVER, WY US","1929-03-19",,"7.8","-8.3",
"USC00484065","GREEN RIVER, WY US","1929-03-20",,"8.9","-6.1",
"USC00484065","GREEN RIVER, WY US","1929-03-21",,"8.3","-0.6",
"USC00484065","GREEN RIVER, WY US","1929-03-22",,"7.8","-3.3",
"USC00484065","GREEN RIVER, WY US","1929-03-23",,"6.1","-5.6",
"USC00484065","GREEN RIVER, WY US","1929-03-24",,"1.7","-10.6",
"USC00484065","GREEN RIVER, WY US","1929-03-25",,"1.7","-11.7",
"USC00484065","GREEN RIVER, WY US","1929-03-26",,"1.7","-7.8",
"USC00484065","GREEN RIVER, WY US","1929-03-27",,"3.9","-5.6",
"USC00484065","GREEN RIVER, WY US","1929-03-28",,"11.7","-5.6",
"USC00484065","GREEN RIVER, WY US","1929-03-29",,"15.6","-3.3",
"USC00484065","GREEN RIVER, WY US","1929-03-30",,"7.2","-4.4",
"USC00484065","GREEN RIVER, WY US","1929-03-31",,"6.7","-9.4",
"USC00484065","GREEN RIVER, WY US","1929-04-01",,"5.6","-8.3",
"USC00484065","GREEN RIVER, WY US","1929-04-02",,"10.6","-1.7",
"USC00484065","GREEN RIVER, WY US","1929-04-03",,"12.2","-3.3",
"USC00484065","GREEN RIVER, WY US","1929-04-04",,"17.8","0.0",
"USC00484065","GREEN RIVER, WY US","1929-04-05",,"16.7","0.0",
"USC00484065","GREEN RIVER, WY US","1929-04-06",,"5.6","-8.3",
"USC00484065","GREEN RIVER, WY US","1929-04-07",,"0.0","-12.8",
"USC00484065","GREEN RIVER, WY US","1929-04-08",,"2.2","-10.0",
"USC00484065","GREEN RIVER, WY US","1929-04-09",,"7.2","-3.3",
"USC00484065","GREEN RIVER, WY US","1929-04-10",,"7.8","-6.1",
"USC00484065","GREEN RIVER, WY US","1929-04-11",,"5.0","-9.4",
"USC00484065","GREEN RIVER, WY US","1929-04-12",,"11.7","-3.9",
"USC00484065","GREEN RIVER, WY US","1929-04-13",,"12.2","-1.1",
"USC00484065","GREEN RIVER, WY US","1929-04-14",,"6.7","-3.3",
"USC00484065","GREEN RIVER, WY US","1929-04-15",,"10.0","2.8",
"USC00484065","GREEN RIVER, WY US","1929-04-16",,"12.8","-2.2",
"USC00484065","GREEN RIVER, WY US","1929-04-17",,"20.0","-1.1",
"USC00484065","GREEN RIVER, WY US","1929-04-18",,"18.3","2.2",
"USC00484065","GREEN RIVER, WY US","1929-04-19",,"14.4","2.8",
"USC00484065","GREEN RIVER, WY US","1929-04-20",,"12.2","0.6",
"USC00484065","GREEN RIVER, WY US","1929-04-21",,"10.6","-1.7",
"USC00484065","GREEN RIVER, WY US","1929-04-22",,"13.3","0.6",
"USC00484065","GREEN RIVER, WY US","1929-04-23",,"12.8","0.0",
